pl_name,soltype,disc_refname,hd_name,pl_masse,pl_orbper,discoverymethod,cb_flag,sy_dist,pl_insol
HD 168443 c,Published Confirmed,<a refstr=MARCY_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...555..418M/abstract target=ref> Marcy et al. 2001 </a>,HD 168443,5500.33841,1752.6849333333333333333333333,Radial Velocity,false,39.6245000,
HD 183263 b,Published Confirmed,<a refstr=MARCY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...619..570M/abstract target=ref> Marcy et al. 2005 </a>,HD 183263,,628.24429000,Radial Velocity,false,54.1955000,
HD 38529 b,Published Confirmed,<a refstr=FISCHER_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...551.1107F/abstract target=ref> Fischer et al. 2001 </a>,HD 38529,,14.311254285714285714285714286,Radial Velocity,false,42.3538000,
HD 39091 b,Published Confirmed,<a refstr=JONES_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002MNRAS.333..871J/abstract target=ref> Jones et al. 2002 </a>,HD 39091,4030.466625,2092.83231375,Radial Velocity,false,18.2702000,
HD 74156 c,Published Confirmed,<a refstr=NAEF_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...414..351N/abstract target=ref> Naef et al. 2004 </a>,HD 74156,2940.707335,2408.74840750,Radial Velocity,false,57.6030000,
HD 38529 c,Published Confirmed,<a refstr=FISCHER_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...551.1107F/abstract target=ref> Fischer et al. 2001 </a>,HD 38529,3299.05886,2140.1008085714285714285714286,Radial Velocity,false,42.3538000,
HD 74156 b,Published Confirmed,<a refstr=NAEF_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...414..351N/abstract target=ref> Naef et al. 2004 </a>,HD 74156,,51.639361666666666666666666667,Radial Velocity,false,57.6030000,
TOI-677 b,Published Confirmed,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..145J/abstract target=ref>Jord&aacute;n et al. 2020</a>,,392.83788,11.23664850,Transit,false,141.8120000,
HD 56414 b,Published Confirmed,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...935L..10G/abstract target=ref>Giacalone et al. 2022</a>,HD 56414,,29.04992000,Transit,false,272.2170000,
TOI-1130 c,Published Confirmed,<a refstr=HUANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...892L...7H/abstract target=ref>Huang et al. 2020</a>,,309.56642,8.35038100,Transit,false,58.2609000,
TOI-220 b,Published Confirmed,<a refstr=HOYER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.3361H/abstract target=ref>Hoyer et al. 2021</a>,,13.80000,10.69526400,Transit,false,90.7402000,
WASP-100 b,Published Confirmed,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>,,582.41725,2.8493788514285714285714285714,Transit,false,364.4110000,
TOI-776 b,Published Confirmed,<a refstr=LUQUE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..41L/abstract target=ref>Luque et al. 2021</a>,,4.00000,8.24661000,Transit,false,27.1701000,11.50
Kepler-11 b,Published Confirmed,<a refstr=LISSAUER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.470...53L/abstract target=ref> Lissauer et al. 2011 </a>,,3.17000,10.304034461428571428571428571,Transit,false,646.3460000,146.36
Kepler-11 c,Published Confirmed,<a refstr=LISSAUER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.470...53L/abstract target=ref> Lissauer et al. 2011 </a>,,6.09750,13.024730765714285714285714286,Transit,false,646.3460000,107.22
Kepler-11 d,Published Confirmed,<a refstr=LISSAUER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.470...53L/abstract target=ref> Lissauer et al. 2011 </a>,,6.82800,22.68643472125,Transit,false,646.3460000,51.12
Kepler-11 e,Published Confirmed,<a refstr=LISSAUER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.470...53L/abstract target=ref> Lissauer et al. 2011 </a>,,7.49400,31.99722502,Transit,false,646.3460000,32.34
Kepler-11 f,Published Confirmed,<a refstr=LISSAUER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.470...53L/abstract target=ref> Lissauer et al. 2011 </a>,,2.09600,46.68687108625,Transit,false,646.3460000,19.53
Kepler-11 g,Published Confirmed,<a refstr=LISSAUER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.470...53L/abstract target=ref> Lissauer et al. 2011 </a>,,116.71000,118.37897745666666666666666667,Transit,false,646.3460000,5.65
TrES-2 b,Published Confirmed,<a refstr=O_DONOVAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...651L..61O/abstract target=ref> O'Donovan et al. 2006 </a>,,398.61523058823529411764705882,2.470617085,Transit,false,215.3200000,903.86
GJ 436 b,Published Confirmed,<a refstr=BUTLER_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...617..580B/abstract target=ref> Butler et al. 2004 </a>,,23.400877777777777777777777778,2.6415952194736842105263157895,Radial Velocity,false,9.7532100,
HAT-P-1 b,Published Confirmed,<a refstr=BAKOS_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...656..552B/abstract target=ref>Bakos et al. 2007</a>,,167.61473125,4.4648662533333333333333333333,Transit,false,158.9790000,
TrES-1 b,Published Confirmed,<a refstr=ALONSO_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...613L.153A/abstract target=ref> Alonso et al. 2004 </a>,,241.546268,3.0300703758333333333333333333,Transit,false,159.6580000,
TrES-3 b,Published Confirmed,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,,592.07123625,1.3061868230769230769230769231,Transit,false,231.3370000,
TrES-4 b,Published Confirmed,<a refstr=MANDUSHEV_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...667L.195M/abstract target=ref> Mandushev et al. 2007 </a>,,256.487386,3.5539364691666666666666666667,Transit,false,515.9800000,
HAT-P-3 b,Published Confirmed,<a refstr=TORRES_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...666L.121T/abstract target=ref> Torres et al. 2007 </a>,,191.61082,2.899728295,Transit,false,134.5540000,
HAT-P-4 b,Published Confirmed,<a refstr=KOVACS_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...670L..41K/abstract target=ref> Kovacs et al. 2007 </a>,,206.90542571428571428571428571,3.0565025355555555555555555556,Transit,false,320.4510000,
HAT-P-6 b,Published Confirmed,<a refstr=NOYES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...673L..79N/abstract target=ref> Noyes et al. 2008 </a>,,355.54344166666666666666666667,3.8529929557142857142857142857,Transit,false,275.3580000,
HD 149026 b,Published Confirmed,<a refstr=SATO_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...633..465S/abstract target=ref> Sato et al. 2005 </a>,HD 149026,111.716505,2.875990455,Radial Velocity,false,75.8643000,
HD 189733 b,Published Confirmed,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,HD 189733,362.49627444444444444444444444,2.217492595,Radial Velocity,false,19.7638000,356.00
HD 209458 b,Published Confirmed,<a refstr=HENRY_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000ApJ...529L..41H/abstract target=ref> Henry et al. 2000 </a>,HD 209458,216.87100272727272727272727273,3.5224230969230769230769230769,Radial Velocity,false,48.3016000,
XO-1 b,Published Confirmed,<a refstr=MCCULLOUGH_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...648.1228M/abstract target=ref> McCullough et al. 2006 </a>,,286.27222142857142857142857143,3.9415248291666666666666666667,Transit,false,163.5530000,
XO-2 N b,Published Confirmed,<a refstr=BURKE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...671.2115B/abstract target=ref> Burke et al. 2007 </a>,,185.372415,2.6158606936363636363636363636,Transit,false,154.2730000,
WASP-3 b,Published Confirmed,<a refstr=POLLACCO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008MNRAS.385.1576P/abstract target=ref> Pollacco et al. 2008 </a>,,622.02366888888888888888888889,1.846834946,Transit,false,231.1610000,
WASP-8 b,Published Confirmed,<a refstr=QUELOZ_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...517L...1Q/abstract target=ref> Queloz et al. 2010 </a>,,721.844192,8.164616842857142857142857143,Transit,false,89.9606000,
HAT-P-13 b,Published Confirmed,<a refstr=BAKOS_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..446B/abstract target=ref> Bakos et al. 2009 </a>,,280.26936833333333333333333333,2.91624290,Transit,false,246.8100000,
HAT-P-13 c,Published Confirmed,<a refstr=BAKOS_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..446B/abstract target=ref> Bakos et al. 2009 </a>,,,441.60250000,Radial Velocity,false,246.8100000,
WASP-43 b,Published Confirmed,<a refstr=HELLIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1104.2823H/abstract target=ref> Hellier et al. 2011 </a>,,606.09746,0.8122496718181818181818181818,Transit,false,86.7467000,
WASP-48 b,Published Confirmed,<a refstr=ENOCH_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1104.2827E/abstract target=ref> Enoch et al. 2011 </a>,,298.83029,2.14363397125,Transit,false,454.1440000,
55 Cnc e,Published Confirmed,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,HD 75732,8.103785555555555555555555556,1.08088680,Radial Velocity,false,12.5855000,
WASP-45 b,Published Confirmed,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1105.3179A/abstract target=ref> Anderson et al. 2011 </a>,,318.844294,3.1260859885714285714285714286,Transit,false,211.1960000,294.00
WASP-46 b,Published Confirmed,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1105.3179A/abstract target=ref> Anderson et al. 2011 </a>,,626.22176666666666666666666667,1.430370515,Transit,false,375.3100000,
HAT-P-32 b,Published Confirmed,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1212H/abstract target=ref> Hartman et al. 2011 </a>,,252.67288333333333333333333333,2.15000835,Transit,false,289.2050000,1841.00
Kepler-14 b,Published Confirmed,<a refstr=BUCHHAVE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....3B/abstract target=ref> Buchhave et al. 2011 </a>,,2555.29720,6.790121806,Transit,false,,
KOI-13 b,Published Confirmed,<a refstr=BORUCKI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...736...19B/abstract target=ref> Borucki et al. 2011 </a>,,2552.6682833333333333333333333,1.763599253,Transit,false,519.0960000,25339.90
Kepler-18 c,Published Confirmed,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,,17.85000,7.64168093,Transit,false,433.0470000,126.08
Kepler-18 d,Published Confirmed,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,,15.666666666666666666666666667,14.858942284,Transit,false,433.0470000,51.92
Kepler-18 b,Published Confirmed,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,,6.90000,3.50471306,Transit,false,433.0470000,355.74
Kepler-22 b,Published Confirmed,<a refstr=BORUCKI_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745..120B/abstract target=ref>Borucki et al. 2012</a>,,22.55000,289.86362711,Transit,false,194.6420000,0.985
Kepler-19 b,Published Confirmed,<a refstr=BALLARD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...743..200B/abstract target=ref> Ballard et al. 2011 </a>,,11.60000,9.287017342,Transit,false,218.5620000,90.57
Kepler-19 c,Published Confirmed,<a refstr=BALLARD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...743..200B/abstract target=ref> Ballard et al. 2011 </a>,,960.00000,94.36550000,Transit Timing Variations,false,218.5620000,
Kepler-20 c,Published Confirmed,<a refstr=GAUTIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...15G/abstract target=ref> Gautier et al. 2012 </a>,,13.316666666666666666666666667,10.854089293333333333333333333,Transit,false,282.5630000,77.86
Kepler-20 d,Published Confirmed,<a refstr=GAUTIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...15G/abstract target=ref> Gautier et al. 2012 </a>,,14.523333333333333333333333333,77.611531756666666666666666667,Transit,false,282.5630000,5.65
Kepler-20 b,Published Confirmed,<a refstr=GAUTIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...15G/abstract target=ref> Gautier et al. 2012 </a>,,9.366666666666666666666666667,3.6961140266666666666666666667,Transit,false,282.5630000,327.555
WASP-34 b,Published Confirmed,<a refstr=SMALLEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1012.2278S/abstract target=ref> Smalley et al. 2011 </a>,,182.9881975,4.31768026,Transit,false,132.0960000,
TOI-776 c,Published Confirmed,<a refstr=LUQUE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..41L/abstract target=ref>Luque et al. 2021</a>,,5.30000,15.66530000,Transit,false,27.1701000,4.90
HD 169830 c,Published Confirmed,<a refstr=MAYOR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...415..391M/abstract target=ref> Mayor et al. 2004 </a>,HD 169830,2437.42605,1896.75584750,Radial Velocity,false,37.6048000,
HD 169830 b,Published Confirmed,<a refstr=NAEF_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001A&A...375..205N/abstract target=ref> Naef et al. 2001 </a>,HD 169830,,226.74568000,Radial Velocity,false,37.6048000,
HD 142 b,Published Confirmed,<a refstr=TINNEY_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002ApJ...571..528T/abstract target=ref> Tinney et al. 2002 </a>,HD 142,,347.60848500,Radial Velocity,false,26.1853000,
HIP 67851 c,Published Confirmed,<a refstr=JONES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A...3J/abstract target=ref>Jones et al. 2015</a>,HD 121056,2103.48783,2470.36522500,Radial Velocity,false,64.1181000,
HD 11506 c,Published Confirmed,<a refstr=TUOMI___KOTIRANTA_2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496L..13T/abstract target=ref> Tuomi & Kotiranta 2009 </a>,HD 11506,,210.35621500,Radial Velocity,false,51.2610000,
HD 183263 c,Published Confirmed,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>,HD 183263,2958.98247,4495.99568200,Radial Velocity,false,54.1955000,
HIP 67851 b,Published Confirmed,<a refstr=JONES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A...3J/abstract target=ref>Jones et al. 2015</a>,HD 121056,,88.90905500,Radial Velocity,false,64.1181000,
HD 219828 c,Published Confirmed,<a refstr=SANTOS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...592A..13S/abstract target=ref>Santos et al. 2016</a>,HD 219828,5102.41725,4754.29099000,Radial Velocity,false,73.1140000,
HD 27894 b,Published Confirmed,<a refstr=MOUTOU_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...439..367M/abstract target=ref> Moutou et al. 2005 </a>,HD 27894,,18.00519750,Radial Velocity,false,43.8214000,
HD 27894 c,Published Confirmed,<a refstr=TRIFONOV_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602L...8T/abstract target=ref>Trifonov et al. 2017</a>,HD 27894,,36.07000000,Radial Velocity,false,43.8214000,
HD 11506 b,Published Confirmed,<a refstr=FISCHER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...669.1336F/abstract target=ref> Fischer et al. 2007 </a>,HD 11506,1551.00263,1490.5900283333333333333333333,Radial Velocity,false,51.2610000,
HD 219828 b,Published Confirmed,<a refstr=MELO_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...467..721M/abstract target=ref> Melo et al. 2007 </a>,HD 219828,,3.83432740,Radial Velocity,false,73.1140000,
55 Cnc b,Published Confirmed,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,HD 75732,261.73150,14.632668666666666666666666667,Radial Velocity,false,12.5855000,
55 Cnc d,Published Confirmed,<a refstr=MARCY_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002ApJ...581.1375M/abstract target=ref> Marcy et al. 2002 </a>,HD 75732,1229.63150,5000.56000000,Radial Velocity,false,12.5855000,
55 Cnc c,Published Confirmed,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,HD 75732,55.58615,44.32567500,Radial Velocity,false,12.5855000,
55 Cnc f,Published Confirmed,<a refstr=FISCHER_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...675..790F/abstract target=ref> Fischer et al. 2008 </a>,HD 75732,45.90855,260.81000000,Radial Velocity,false,12.5855000,
WASP-17 b,Published Confirmed,<a refstr=ANDERSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...709..159A/abstract target=ref> Anderson et al. 2010 </a>,,166.81937666666666666666666667,3.73490623,Transit,false,405.9080000,
HAT-P-11 b,Published Confirmed,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...710.1724B/abstract target=ref> Bakos et al. 2010 </a>,,26.2683425,4.8878074611111111111111111111,Transit,false,37.7647000,100.77
GJ 1214 b,Published Confirmed,<a refstr=CHARBONNEAU_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009Natur.462..891C/abstract target=ref> Charbonneau et al. 2009 </a>,,6.7052083333333333333333333333,1.5804040913333333333333333333,Transit,false,14.6427000,21.00
HAT-P-12 b,Published Confirmed,<a refstr=HARTMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...706..785H/abstract target=ref> Hartman et al. 2009 </a>,,66.229953333333333333333333333,3.212752988,Transit,false,142.7510000,
XO-3 b,Published Confirmed,<a refstr=JOHNS_KRULL_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677..657J/abstract target=ref>Johns-Krull et al. 2008</a>,,3602.5735816666666666666666667,3.191533372,Transit,false,213.0530000,
HAT-P-7 b,Published Confirmed,<a refstr=PAL_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...680.1450P/abstract target=ref> Pal et al. 2008 </a>,,562.43389375,2.2047355481818181818181818182,Transit,false,341.0790000,4353.41
WASP-5 b,Published Confirmed,<a refstr=ANDERSON_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008MNRAS.387L...4A/abstract target=ref> Anderson et al. 2008 </a>,,503.3552325,1.62842791,Transit,false,309.1370000,
WASP-4 b,Published Confirmed,<a refstr=WILSON_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...675L.113W/abstract target=ref> Wilson et al. 2008 </a>,,386.892788,1.3382314546666666666666666667,Transit,false,267.2060000,
WASP-12 b,Published Confirmed,<a refstr=HEBB_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1920H/abstract target=ref> Hebb et al. 2009 </a>,,466.719325,1.0913025258333333333333333333,Transit,false,427.2460000,
WASP-33 b,Published Confirmed,<a refstr=COLLIER_CAMERON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.407..507C/abstract target=ref> Collier Cameron et al. 2010 </a>,HD 15082,845.6404225,1.2198694257142857142857142857,Transit,false,121.9440000,
WASP-74 b,Published Confirmed,<a refstr=HELLIER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...18H/abstract target=ref>Hellier et al. 2015</a>,,273.33380,2.13774955,Transit,false,149.2160000,
K2-3 b,Published Confirmed,<a refstr=CROSSFIELD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804...10C/abstract target=ref>Crossfield et al. 2015</a>,,6.86000,10.054430863636363636363636364,Transit,false,44.0727000,9.96
K2-3 c,Published Confirmed,<a refstr=CROSSFIELD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804...10C/abstract target=ref>Crossfield et al. 2015</a>,,2.92000,24.646094818181818181818181818,Transit,false,44.0727000,3.014
